Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularStream,Stream
0.841,0.752,11,-11.165,0.0898,0.248,0.0068,0.105,0.549,112.362,80147,4804872,305112,0,8234500
0.732,0.948,5,-3.103,0.0671,0.184,0,0.372,0.889,98.055,228227,438543,11691,0,43765457
0.0996,0.107,7,-25.508,0.0451,0.985,0.258,0.232,0.0785,78.798,281533,1237,57,0,2633907
0.561,0.927,4,-3.503,0.248,0.621,6.68E-05,0.662,0.523,159.903,162524,663857,14360,0,30771216
0.774,0.848,9,-6.106,0.0347,0.00231,3.32E-06,0.0953,0.716,115.01,96416,6277,398,0,49686025
0.877,0.679,5,-4.969,0.355,0.0458,0,0.0987,0.624,144.93,172185,457928,15744,0,127609684
0.793,0.552,10,-6.112,0.101,0.0649,1.98E-05,0.0961,0.161,154.994,151772,153626,3184,0,54933310
0.545,0.442,5,-12.111,0.0352,0.0104,0.0271,0.0664,0.242,118.073,379227,921810,31308,1,348280701
0.564,0.584,5,-6.934,0.028,0.117,0.000323,0.122,0.179,102.197,279973,32096,786,0,54482685
0.755,0.72,1,-4.215,0.0826,0.348,0,0.168,0.713,175.93,187493,589750,13030,1,158129859
0.514,0.382,0,-7.687,0.0268,0.658,0.00358,0.218,0.489,88.129,211773,93495,1588,0,47153807
0.627,0.492,5,-10.021,0.124,0.777,0,0.0999,0.253,129.955,238575,257341,10527,0,42304421
0.756,0.697,8,-6.377,0.0401,0.182,0,0.333,0.956,94.996,206071,1834076,37571,1,619247782
0.543,0.75,2,-7.071,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,111485,2527,0,116942837
0.446,0.952,6,-5.321,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,7392749,231100,1,1397611294
0.646,0.752,0,-5.652,0.268,0.664,0,0.17,0.761,99.948,258613,11428,185,0,67864490
0.299,0.814,7,-4.263,0.0564,0.0944,0,0.177,0.525,109.329,182893,15764,1074,0,20981948
0.48,0.768,3,-4.158,0.0576,0.00779,0,0.137,0.36,162.085,125189,7800,328,0,11112678
0.515,0.59,9,-7.578,0.0327,0.217,1.30E-05,0.128,0.208,117.835,292933,78818,4583,0,24312810
0.717,0.658,10,-4.923,0.0303,0.545,1.82E-06,0.112,0.959,122.982,171267,10331,89,0,37029124
0.28,0.287,8,-22.167,0.0367,0.931,0.888,0.0762,0.509,87.953,287987,3044,83,0,19391232
0.926,0.888,11,-5.337,0.294,0.261,0,0.348,0.819,98.523,226013,22483,61,0,41178795
0.724,0.818,8,-3.747,0.168,0.0201,0,0.0358,0.696,77.004,204940,3085054,104716,1,223711428
0.824,0.733,1,-5.474,0.0613,0.0362,0,0.325,0.395,97.972,284387,3293569,102947,1,671510653
0.61,0.926,8,-4.843,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,1426156,70726,1,435055597
0.294,0.745,5,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,210107,74335,2913,0,131957102
0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,664376,25534,0,89466323
0.558,0.67,2,-6.813,0.0344,0.0102,4.67E-06,0.0756,0.277,99.999,182400,11470,257,0,19768315
0.713,0.563,1,-4.459,0.123,0.228,0.705,0.119,0.746,125.144,196713,24924,816,0,5871533
0.42,0.744,8,-5.033,0.396,0.398,8.54E-06,0.192,0.324,161.792,302547,327633,13998,0,79909924
0.722,0.682,11,-4.796,0.0434,0.427,0,0.954,0.561,110.025,247760,1245944,25437,0,124689153
0.693,0.467,4,-9.558,0.043,0.0497,0.452,0.107,0.402,105.958,197733,112,15,0,59442658
0.928,0.675,5,-3.542,0.0568,0.386,0,0.0564,0.794,105.953,240000,1308557,37974,0,81482224
0.602,0.477,9,-8.425,0.032,0.268,3.10E-05,0.173,0.552,183.89,213493,12154,571,1,165858360
0.338,0.685,1,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192,238173,58524,2792,0,35804165
0.553,0.835,5,-4.144,0.0548,0.124,0,0.109,0.383,164.961,259560,20044,839,0,2135109
0.853,0.523,7,-4.463,0.0998,0.016,0.000128,0.149,0.629,93.992,145532,761203,17238,0,96300795
0.79,0.655,1,-3.376,0.0762,0.464,0.00165,0.0837,0.56,170.023,216414,7193,51,0,45682725
0.652,0.773,11,-4.798,0.0457,0.228,7.41E-06,0.0972,0.435,105.946,248240,15262,22,0,16051935
0.595,0.61,7,-6.887,0.0499,0.332,2.14E-06,0.0628,0.314,97.974,212522,16385,361,0,55399812
0.63,0.625,6,-5.088,0.0252,0.231,0,0.0765,0.683,167.998,234960,1400337,54464,1,142353784
0.735,0.449,10,-7.507,0.347,0.629,0,0.113,0.0397,122.947,220488,717691,12707,1,543555909
0.539,0.707,9,-10.265,0.144,0.443,7.02E-06,0.11,0.356,102.062,232941,77328,3006,0,5115928
0.756,0.532,9,-5.096,0.0764,0.0948,8.93E-06,0.111,0.571,172.096,257813,4645,421,0,10881697
0.603,0.826,11,-5.072,0.0274,0.00755,5.54E-05,0.119,0.598,127.026,165076,63593,1427,0,18651491
0.45,0.878,9,-4.592,0.0827,0.0071,0,0.0908,0.744,199.844,252443,694375,34648,0,48533462
0.923,0.742,11,-5.047,0.0495,0.0494,1.79E-05,0.0829,0.784,120.038,145978,505915,27344,0,100360853
0.656,0.432,6,-9.481,0.217,0.443,0,0.132,0.0897,97.022,222374,618888,9460,1,420814590
0.792,0.511,2,-6.876,0.0409,0.124,9.04E-05,0.14,0.111,113.983,168490,1101,57,1,471829667
0.691,0.541,1,-5.873,0.0776,0.508,0,0.0753,0.319,127.683,243307,135945,2861,0,74213182
0.817,0.775,10,-4.767,0.108,0.277,0,0.108,0.806,126.984,234334,39964,1530,1,230458933
0.623,0.595,7,-6.342,0.0331,0.361,0.000136,0.353,0.418,78.029,217440,238982,3931,0,25922739
0.692,0.897,11,-4.969,0.0398,0.236,3.86E-06,0.116,0.968,106.163,226640,60920,2008,0,22481466
0.389,0.458,2,-7.012,0.0421,0.889,0,0.367,0.441,125.36,187837,65701,3343,0,2331173
0.62,0.573,0,-11.893,0.0423,0.271,0,0.0607,0.897,81.548,231333,2127540,74888,1,730604626
0.711,0.757,1,-4.188,0.29,0.268,0,0.367,0.724,174.013,218587,2731,23,1,181999873
0.521,0.704,9,-5.772,0.0513,0.332,7.10E-06,0.0665,0.846,98.364,289467,617719,9896,1,170697432
0.765,0.691,1,-7.016,0.0692,0.226,4.19E-05,0.0951,0.711,102.025,178227,1928,13,0,36443008
0.509,0.331,0,-13.662,0.0451,0.76,0.000105,0.0781,0.826,155.917,274800,24478,814,0,8511833
0.757,0.418,7,-8.278,0.0492,0.59,4.60E-06,0.198,0.729,79.338,134881,40329,1142,0,23288580
0.793,0.497,10,-6.684,0.231,0.343,1.66E-06,0.154,0.824,172.143,138000,112839,1932,0,4736411
0.36,0.501,7,-9.129,0.0258,0.0638,9.32E-05,0.172,0.324,74.807,264067,593396,17682,1,382823305
0.641,0.967,5,-4.289,0.0601,0.0483,0.000276,0.442,0.725,113.017,238787,338109,19090,0,110017338
0.635,0.902,0,-3.559,0.109,0.172,0,0.125,0.285,102.062,217822,8186370,425397,1,520701154
0.366,0.956,10,-3.725,0.108,0.000293,0.00447,0.449,0.159,104.016,230127,169749,5944,0,107661259
0.318,0.573,1,-5.653,0.0324,0.107,0,0.0854,0.0765,156.054,305427,194663,5716,0,82424075
0.817,0.697,0,-12.445,0.0323,0.00494,0.0254,0.064,0.967,120.954,225667,19512,554,0,24760740
0.638,0.867,2,-6.469,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,170916,5920,1,230084158
0.252,0.0578,1,-26.184,0.0518,0.953,0.0163,0.0721,0.0391,108.013,141707,1723,11,0,14506290
0.771,0.878,3,-6.879,0.177,0.417,6.32E-05,0.332,0.84,120.003,305162,25084,630,0,9494302
0.677,0.695,7,-4.646,0.0305,0.272,0,0.331,0.815,94.06,189213,22549,43,0,10133242
0.747,0.528,10,-11.915,0.0283,0.167,0,0.132,0.85,116.259,212373,3552,264,0,24393365
0.781,0.944,9,-2.64,0.0615,0.0873,0.0795,0.117,0.965,103.003,226480,2155978,90699,0,70025455
0.712,0.562,10,-6.008,0.129,0.125,0,0.136,0.142,140,236480,3903505,106534,1,439974038
0.59,0.372,7,-12.37,0.0318,0.00105,0.00929,0.316,0.306,99.887,210907,29651,2627,1,139367194
0.701,0.964,4,-2.037,0.127,0.114,9.34E-06,0.153,0.484,113.058,235434,904336,165876,0,35900302
0.588,0.927,6,-4.776,0.113,0.000305,3.83E-05,0.195,0.652,93.571,175227,147253,5622,0,103430597
0.748,0.645,2,-7.644,0.292,0.302,0,0.108,0.141,76.474,284172,389445,16196,0,20911107
0.574,0.909,8,-1.573,0.0658,0.0987,0,0.264,0.569,169.966,208240,6845818,638883,1,319946629
0.734,0.676,10,-0.007,0.047,0.314,0,0.0646,0.774,146.181,220587,437777,5916,0,89623699
0.686,0.917,11,-3.06,0.151,0.104,1.44E-06,0.444,0.387,119.979,208000,102230,2819,0,27879120
0.666,0.805,1,-7.396,0.219,0.362,0.000126,0.0716,0.437,92.631,275707,887563,17178,0,27211796
0.476,0.718,5,-7.227,0.149,0.263,0.00261,0.109,0.361,183.932,230027,415901,9074,1,230187850
0.616,0.723,0,-6.744,0.0335,0.231,0,0.188,0.449,95.071,187422,20280,607,0,28138919
0.556,0.61,9,-4.729,0.213,0.833,2.22E-06,0.258,0.665,199.373,171467,206477,3850,1,171910447
0.576,0.812,4,-5.035,0.0505,0.0108,0.00241,0.116,0.32,109.033,253027,17169,553,0,3656680
0.964,0.595,1,-6.887,0.109,0.0248,5.14E-06,0.0405,0.629,128.593,261880,528962,17139,0,71070231
0.414,0.857,0,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,3264445,50223,1,763220653
0.789,0.633,2,-6.269,0.0734,0.256,1.31E-06,0.092,0.262,138.097,183307,719,38,0,105854031
0.909,0.445,10,-8.893,0.0459,0.816,0.000103,0.083,0.767,135.009,117976,7597,185,0,14417942
0.557,0.457,7,-5.372,0.0335,0.428,0,0.0567,0.328,105.918,177500,843452,65599,1,160014836
0.414,0.544,5,-9.455,0.102,0.636,1.71E-05,0.0813,0.0569,171.867,150613,199444,5069,0,54282312
0.732,0.734,7,-10.574,0.0541,0.0777,0.172,0.327,0.687,104.764,274391,67811,1654,0,27790237
0.803,0.688,7,-8.446,0.333,0.324,0,0.0602,0.761,89.982,239307,518537,14490,0,37675406
0.706,0.309,2,-11.635,0.0338,0.743,1.54E-06,0.195,0.746,100.382,159733,19082,77,0,12125077
0.201,0.133,9,-19.194,0.0387,0.927,0.961,0.116,0.0775,155.788,157222,3656,7,0,21672580
0.682,0.843,6,-4.488,0.0292,0.116,1.43E-05,0.291,0.862,119.869,236587,14050,428,0,25116582
0.523,0.574,0,-8.013,0.0351,0.0379,2.19E-05,0.15,0.208,110.003,221580,25374,1176,0,1220983
0.461,0.711,9,-7.165,0.0319,0.0914,0.000685,0.269,0.557,139.985,259325,62794,3967,0,6326019
0.761,0.551,1,-7.034,0.103,0.15,1.15E-06,0.0768,0.351,129.972,300188,1458383,32943,1,154545282
0.611,0.577,0,-8.728,0.0297,0.26,0.000807,0.467,0.214,119.877,227360,35533,1941,0,27200967
0.739,0.72,4,-6.695,0.026,0.0379,0.00267,0.23,0.892,102.997,187640,41384,2924,0,9767667
0.322,0.656,2,-6.034,0.0419,0.449,0,0.0814,0.401,160.612,233787,319839,4304,0,58447037
0.472,0.752,0,-6.051,0.0555,0.000164,0.181,0.0903,0.305,133.248,320107,141346,8369,0,52018129
0.688,0.734,9,-4.569,0.0274,0.00462,0,0.0756,0.46,140.004,208493,611231,20095,1,219363750
0.796,0.74,8,-5.126,0.162,0.262,0,0.277,0.814,99.561,140955,56222,620,0,24895114
0,0.000252,9,-17.746,0,0.00948,0.877,0.806,0,0,93452,1,0,0,54256600
0.445,0.602,0,-7.048,0.0291,0.051,0,0.556,0.186,144.034,291533,38421,756,0,15532050
0.144,0.0587,2,-23.003,0.0404,0.98,0.0679,0.0831,0.0365,90.795,473049,307,2,0,153969
0.591,0.45,0,-6.369,0.0266,0.671,2.23E-05,0.159,0.344,135.893,226680,189287,5812,1,204170035
0.698,0.782,1,-5.347,0.0853,0.213,0,0.181,0.506,112.176,270635,107423,3089,0,16109019
0.746,0.243,4,-15.134,0.123,0.829,1.02E-06,0.0905,0.425,118.578,215747,103491,2679,1,151679548
0.717,0.856,4,-4.68,0.0565,0.118,0,0.274,0.645,89.982,179440,452490,17333,0,104499738
0.688,0.721,4,-7.931,0.0326,0.126,0.000247,0.583,0.493,104.973,225768,269253,6238,0,38368540
0.744,0.448,4,-10.426,0.291,0.365,0,0.194,0.279,118.027,133521,53729,2503,0,17960938
0.445,0.615,0,-7.714,0.0852,0.422,0,0.116,0.235,123.984,254841,696741,12453,0,18212168
0.812,0.621,5,-8.3,0.0515,0.244,0,0.099,0.847,77.998,128157,611440,17610,1,378123612
0.518,0.575,5,-10.454,0.0524,0.427,0,0.153,0.577,93.885,577819,1208490,32675,1,211134081
0.707,0.618,1,-5.825,0.19,0.17,0,0.293,0.517,133.876,231498,466960,18197,1,148654787
0.606,0.618,11,-5.1,0.0258,0.325,0.0019,0.108,0.237,92.061,285987,576,38,0,84488060
0.877,0.826,10,-3.75,0.206,0.122,1.05E-05,0.104,0.814,75.003,238146,198164,7643,0,51866764
0.75,0.586,11,-4.639,0.0674,0.0733,0,0.347,0.835,139.889,167747,606370,24839,0,28680284
0.78,0.575,9,-7.247,0.273,0.43,0,0.143,0.773,84.492,252747,3381467,75843,1,720731532
0.707,0.6,8,-9.341,0.219,0.0786,0,0.325,0.598,75.944,110602,63289,112,0,37960658
0.752,0.97,5,-4.167,0.0943,0.0556,1.21E-06,0.0999,0.537,119.97,270720,258301,4038,0,14998383
0.8,0.837,6,-2.807,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,4965979,339120,1,200709786
0.551,0.378,4,-8.398,0.0248,0.223,0.038,0.176,0.242,106.004,237743,7373,1041,0,1646179
0.701,0.511,8,-11.98,0.938,0.27,0,0.203,0.607,93.596,189827,605,20,0,106743
0.563,0.564,2,-9.42,0.0273,0.466,5.72E-06,0.136,0.713,88.757,156373,8059,371,0,9822411
0.853,0.56,1,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,206693,12567365,378834,1,1562466168
0.671,0.755,3,-6.421,0.0749,0.0975,0,0.164,0.73,129.004,232880,205356,13319,0,9871094
0.575,0.868,5,-5.004,0.0319,0.000207,0.00294,0.0584,0.804,128.069,196947,217441,8505,0,29030659
0.657,0.153,11,-13.087,0.0516,0.898,0,0.107,0.654,119.657,168493,24896,1280,0,117551068
0.856,0.441,4,-10.38,0.249,0.577,0,0.112,0.372,114.963,243921,217527,2184,0,18787890
0.711,0.803,0,-4.58,0.124,0.52,8.37E-06,0.0987,0.787,182.92,161907,166955,5595,0,75782936
0.562,0.797,2,-5.386,0.0356,0.328,0,0.0752,0.296,110.049,235733,13788,410,0,69458838
0.693,0.634,0,-5.863,0.0499,0.068,0,0.104,0.525,133.946,247960,83440,3056,0,11762680
0.675,0.67,9,-7.218,0.0514,0.00565,0.00673,0.0805,0.726,90.23,336933,386475,12267,1,144683398
0.752,0.67,6,-10.641,0.0465,0.306,0.000528,0.729,0.748,110.696,336118,665567,16166,0,10847438
0.738,0.89,2,-2.275,0.0748,0.0895,1.89E-06,0.213,0.75,114.942,214253,2346475,81368,0,130929183
0.697,0.832,9,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,4804872,305112,1,1197921844
0.643,0.413,8,-11.929,0.0565,0.129,0.00105,0.0949,0.339,130.026,386627,44367,969,0,48961717
0.805,0.924,7,-5.883,0.0439,0.391,0.00448,0.0902,0.836,139.976,181971,821767,28390,1,221203019
0.762,0.759,1,-3.008,0.173,0.00241,0,0.163,0.307,93.865,212469,686096,26803,0,41032168
0.6,0.139,7,-8.975,0.0464,0.811,9.50E-06,0.0918,0.256,171.041,240907,1130146,23767,1,167619713
0.592,0.743,2,-4.103,0.0292,0.429,3.03E-06,0.0956,0.763,127.926,205236,751064,22095,0,40313397
0.656,0.781,8,-7.657,0.036,0.00661,7.57E-06,0.0926,0.478,130.28,298227,473,17,0,97930438
0.709,0.589,8,-7.776,0.0433,0.0507,0,0.0585,0.58,133.922,278067,638323,14159,1,237898262
0.533,0.724,7,-8.954,0.311,0.275,4.59E-06,0.118,0.504,89.862,95507,9926,447,0,28615544
0.599,0.857,7,-5.7,0.299,0.0321,0,0.4,0.469,187.985,151915,1421092,73963,1,188326017
0.726,0.91,4,-1.948,0.179,0.0413,7.81E-06,0.479,0.648,135.966,178453,2852080,107091,0,95467384
0.548,0.568,9,-4.46,0.0292,0.675,0,0.0916,0.735,83.308,185080,1158067,30052,0,108239027
0.525,0.3,5,-8.005,0.0286,0.578,8.30E-06,0.116,0.206,80.993,236627,446216,17708,0,119907941
0.706,0.743,5,-6.822,0.039,0.428,0.0402,0.149,0.287,126.009,164242,32146,510,0,9887166
0.681,0.341,9,-9.016,0.0567,0.864,0,0.319,0.431,126.242,197972,18290,545,0,35183902
0.712,0.71,7,-4.115,0.189,0.16,0,0.206,0.844,147.859,233514,156111,3941,0,50350602
0.269,0.524,2,-7.522,0.0293,0.481,0.00116,0.109,0.595,164.732,200800,219114,5011,0,18955695
0.242,0.371,5,-11.427,0.0333,0.803,0.969,0.0938,0.102,102.194,116520,4588,12,0,29334794
0.578,0.459,8,-11.938,0.041,0.501,1.86E-05,0.143,0.164,160.065,201195,65985,577,0,39481660
0.78,0.986,7,-3.446,0.0594,0.0214,0.851,0.12,0.397,130.007,225346,2778,142,0,5707001
0.797,0.797,10,-6.476,0.0654,0.0448,0,0.0504,0.487,128.993,150698,183884,1907,0,35910108
0.578,0.386,6,-11.464,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,390284,8625,0,121193351
0.812,0.385,10,-9.676,0.416,0.787,0,0.103,0.742,133.993,164562,272062,3644,0,105940728
0.419,0.809,11,-4.596,0.0357,0.323,0,0.699,0.635,88.418,238528,1215317,32677,0,120522097
0.561,0.93,10,-3.593,0.035,0.0675,2.90E-05,0.201,0.542,122.991,172026,7646,300,0,4912500
0.524,0.923,7,-3.53,0.085,0.00958,0,0.102,0.318,149.972,183573,10048,1001,0,7360933
0.748,0.392,1,-11.358,0.0707,0.76,8.87E-05,0.239,0.438,135.002,297974,155199,4632,0,3715080
0.194,0.11,6,-23.824,0.0396,0.859,0.888,0.117,0.0395,68.079,79840,14789,66,0,52877711
0.436,0.499,7,-12.909,0.0356,0.499,5.01E-05,0.308,0.551,103.104,355840,328383,8665,0,21969472
0.201,0.762,9,-5.802,0.0578,0.548,0,0.0839,0.436,202.936,164867,8221,287,0,12689289
0.502,0.413,4,-7.373,0.039,0.872,0,0.213,0.474,175.507,217560,2182,78,0,53083398
0.735,0.529,0,-7.639,0.0411,0.493,4.96E-06,0.257,0.963,84.45,174293,20242,457,0,24905291
0.823,0.723,4,-4.778,0.229,0.311,0.00315,0.0998,0.505,83.97,198493,1367452,26492,1,316580745
0.651,0.503,4,-8.729,0.0261,0.504,0,0.469,0.58,108.014,227962,476338,45614,0,22181797
0.731,0.794,0,-5.126,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,220454,2657601,67742,1,751186246
0.169,0.0161,9,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,221848,5341,0,104530255
0.445,0.455,11,-8.043,0.0261,0.114,0.00452,0.174,0.232,100.016,313733,157148,18536,0,28922660
0.71,0.811,3,-4.079,0.0431,0.00105,2.08E-06,0.0677,0.914,123.048,199200,97520,2120,0,122286815
0.463,0.325,11,-14.762,0.0301,0.197,0,0.0641,0.386,135.728,283133,3822,84,0,134634501
0.711,0.931,1,-4.042,0.0323,0.0914,4.41E-05,0.0892,0.775,118.009,145840,128178,4645,0,36865942
0.616,0.69,8,-5.749,0.041,0.529,0,0.117,0.451,81.999,201729,331941,11053,0,69180047
0.896,0.756,4,-5.56,0.228,0.711,0,0.0779,0.686,140.073,240000,471247,6885,0,124329188
0.567,0.711,1,-4.899,0.323,0.0626,0,0.486,0.646,102.388,197480,7570,511,0,8180179
0.565,0.491,1,-6.902,0.221,0.0049,0,0.137,0.337,175.694,242085,490508,10384,0,54502697
0.893,0.745,11,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4097989,105475,1,981287133
0.733,0.688,1,-5.458,0.0672,0.455,0,0.117,0.654,130.026,611077,3513716,121500,1,155780831
0.632,0.875,8,-2.23,0.0301,0.621,8.93E-05,0.576,0.958,143.963,178438,1966,22,0,8231856
0.792,0.824,6,-2.799,0.259,0.0223,0,0.103,0.738,168.087,149613,2667,239,0,1427963
0.57,0.593,11,-14.75,0.102,0.0812,0.00167,0.317,0.767,197.177,167213,1602,65,0,9053966
0.754,0.857,2,-9.699,0.0605,0.0143,2.14E-05,0.278,0.785,114.144,235227,141443,6200,0,59573547
0.256,0.319,1,-14.847,0.0299,0.366,0.718,0.113,0.0666,83.044,291040,9845,61,0,9860665
0.66,0.373,11,-10.234,0.595,0.149,0,0.106,0.35,167.912,151776,179767,3408,0,70782619
0.892,0.601,8,-5.868,0.152,0.165,0,0.104,0.58,119.95,180752,348914,2589,0,41354536
0.701,0.84,0,-5.006,0.0706,0.0472,0,0.393,0.677,122.025,215394,3948,128,0,911699
0.515,0.554,7,-11.616,0.0784,0.0478,0,0.219,0.509,80.146,193880,87437,330,0,119712975
0.596,0.655,2,-5.594,0.0414,0.492,0,0.109,0.638,140.003,219134,160114,3700,0,13875155
0.487,0.398,1,-9.901,0.0697,0.835,0,0.12,0.905,149.367,157766,773822,21024,0,124351329
0.32,0.88,2,-6.035,0.0504,0.000101,4.31E-06,0.076,0.257,146.349,294600,1096185,32315,1,190269593
0.828,0.621,8,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,2874476,69857,1,567269289
0.534,0.466,6,-6.98,0.0272,0.277,0,0.0979,0.23,140,277660,239048,9270,0,37249461
0.239,0.287,7,-12.565,0.0388,0.876,0.644,0.122,0.185,71.608,311107,231315,3820,0,48597664
0.912,0.774,0,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,418647,7041,1,203066841
0.8,0.545,2,-13.637,0.0357,0.711,0.00191,0.104,0.861,124.943,250933,5958,292,0,129580419
0.302,0.8,11,-4.032,0.0376,0.00596,5.16E-05,0.142,0.328,149.939,214492,50981,1627,0,4096818
0.651,0.674,1,-7.242,0.321,0.202,0,0.104,0.61,143.965,191897,91954,2338,0,36299578
0.397,0.303,5,-7.508,0.0435,0.381,0,0.101,0.172,81.05,250267,595193,13794,0,127400611
0.609,0.804,9,-6.098,0.0364,0.00127,0.0025,0.0822,0.628,123.983,294006,29247,1211,0,9680077
0.673,0.659,3,-4.493,0.0439,0.539,0,0.129,0.628,88.011,179053,4819072,115805,1,436607077
0.558,0.634,10,-5.629,0.0325,0.114,7.71E-05,0.0896,0.796,159.896,201827,3506,192,0,2723675
0.585,0.759,0,-4.029,0.047,0.385,0,0.162,0.512,139.986,299141,5404,286,0,10265153
0.826,0.881,8,-7.755,0.0974,0.191,2.70E-05,0.347,0.737,93.997,167419,30526,610,0,56439818
0.291,0.974,0,-2.834,0.199,0.000275,0.000505,0.0838,0.32,76.902,188853,11998,272,0,44436256
0.84,0.488,6,-9.042,0.0391,0.00433,0.00046,0.12,0.686,98.943,238933,1339,76,0,226115
0.705,0.692,9,-6.476,0.0357,0.574,0,0.13,0.444,122.991,175890,851668,13810,1,150387503
0.793,0.665,2,-6.457,0.178,0.0265,1.67E-05,0.0796,0.433,159.98,192810,153774,3179,0,56880259
0.604,0.995,10,-3.641,0.164,0.00306,0.626,0.109,0.262,136.216,343387,16106,1727,0,109366004
0.528,0.482,9,-10.939,0.027,0.614,0,0.549,0.788,95.82,204160,83915,3058,0,55661997
0.445,0.851,2,-5.741,0.311,0.0176,1.24E-06,0.694,0.404,171.765,226627,1827,1,0,23513563
0.487,0.994,8,-12.159,0.085,0.0107,0.00492,0.969,0.37,160.859,210200,31979,1756,0,26808008
0.604,0.331,3,-8.545,0.0309,0.705,0,0.141,0.372,120.132,202311,107295,2424,0,17967312
0.429,0.396,11,-13.761,0.0462,0.8,0.00114,0.189,0.426,78.99,230213,16897,681,0,11764934
0.404,0.455,8,-8.261,0.032,0.771,0,0.0944,0.364,156.439,300267,96728,5648,0,23761000
0.66,0.755,0,-4.501,0.0469,0.0876,0,0.102,0.862,145.948,156368,71323,1860,0,75937143
0.881,0.811,7,-4.655,0.0726,0.269,0,0.108,0.846,112.517,147467,43364,96,0,34666797
0.609,0.517,6,-7.557,0.0451,0.231,3.62E-05,0.0777,0.0761,120.914,285627,924609,56877,0,104779855
0.836,0.711,4,-3.377,0.195,0.131,0,0.401,0.618,94.034,249344,26429,588,0,53824195
0.338,0.859,4,-4.938,0.0824,0.00122,0.211,0.0936,0.504,92.966,255373,43899,1160,0,64987410
0.712,0.664,11,-8.026,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514,41750,947,0,71478074
0.493,0.63,9,-5.143,0.0264,0.0492,0,0.123,0.107,135.999,488333,269090,8586,0,71151053
0.71,0.558,5,-8.811,0.343,0.0675,0.00099,0.216,0.548,76.502,154600,39325,15,0,32407498
0.799,0.844,7,-4.328,0.206,0.0947,0.00113,0.0836,0.625,100.06,211440,106432,1193,0,22124682
0.204,0.896,0,-5.931,0.049,0.00266,0,0.152,0.653,90.6,335827,31444,3227,0,41755071
0.382,0.222,8,-24.021,0.0325,0.929,0.901,0.0863,0.212,75.048,110571,9299,176,0,7321142
0.655,0.469,0,-6.257,0.0292,0.173,0,0.0956,0.467,92.56,161385,412165,15211,1,192678635
0.37,0.553,0,-4.896,0.0391,0.137,0,0.0776,0.474,179.968,217187,104137,5180,0,11692973
0.717,0.733,4,-4.985,0.0427,0.0398,0,0.136,0.713,119.996,292307,163326,7104,0,69010638
0.862,0.83,6,-2.83,0.0537,0.14,0,0.0901,0.835,94.033,368983,222554,5209,0,21170805
0.747,0.619,3,-6.009,0.0588,0.0865,2.03E-05,0.103,0.567,94.98,219789,193567,2841,0,42747914
0.792,0.779,2,-8.757,0.329,0.0997,0.000409,0.147,0.406,159.963,96052,9900,33,0,66218320
0.618,0.893,6,-6.475,0.109,0.171,3.17E-05,0.285,0.515,91.972,340907,182971,6096,0,40578708
0.748,0.631,10,-10.057,0.051,0.0799,0.838,0.104,0.0799,88.502,143769,459981,2968,0,86211228
0.729,0.406,7,-10.209,0.0306,0.444,0,0.304,0.895,121.091,152160,1498,67,0,6961830
0.262,0.244,7,-18.66,0.044,0.936,0.929,0.347,0.474,141.627,175267,2556,63,0,4028586
0.724,0.684,11,-4.413,0.0705,0.144,0.0035,0.302,0.729,144.117,175296,362613,3788,0,67401395
0.268,0.98,11,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,405600,2651795,90901,1,842826610
0.541,0.387,0,-7.334,0.031,0.618,0,0.0716,0.273,78.003,257440,260689,7404,0,87612158
0.656,0.849,4,-7.594,0.0556,0.177,5.94E-06,0.975,0.497,98.19,205800,44141,1582,0,25013629
0.741,0.884,1,-11.863,0.0554,0.161,0.000303,0.211,0.772,126.989,358267,360309,9807,0,5674882
0.586,0.89,11,-1.988,0.0369,0.012,0.00508,0.114,0.426,119.062,204320,607512,29941,0,107036296
0.614,0.666,1,-3.087,0.0541,0.455,0,0.23,0.299,143.858,279656,1458886,96831,0,59817361
0.796,0.766,5,-5.227,0.035,0.392,0,0.0678,0.945,91.767,273880,17471,232,0,39255044
