Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularViews,Views
0.513,0.807,1,-6.095,0.0481,0.0289,0.0548,0.246,0.419,162.026,219638,542844,11774,0,24779668
0.708,0.56,9,-7.132,0.129,0.0668,0,0.111,0.411,163.043,230520,4253772,198142,1,786280868
0.494,0.696,1,-7.071,0.0316,0.15,0.0068,0.101,0.603,177.049,227132,18197,604,0,972906
0.446,0.764,10,-5.042,0.033,0.00135,0,0.099,0.543,172.094,223840,1208883,22745,1,152555217
0.676,0.857,10,-4.368,0.0438,0.0215,0,0.254,0.717,149.981,162600,250,4,0,13310
0.649,0.888,6,-4.807,0.0293,0.013,2.23E-06,0.0888,0.553,100.975,208467,626409,26170,1,104413485
0.643,0.175,5,-16.813,0.0391,0.633,4.24E-05,0.143,0.642,78.031,183893,2258,104,0,262843
0.582,0.952,5,-3.848,0.0731,0.00324,0,0.223,0.655,103.027,276320,581372,29634,0,35837204
0.689,0.505,0,-6.389,0.0933,0.158,0,0.138,0.312,99.017,217293,812719,12931,1,109259730
0.855,0.651,0,-8.044,0.235,0.063,0,0.0772,0.559,111.997,193027,1689045,42098,1,195512543
0.309,0.596,5,-5.599,0.0293,0.101,0,0.21,0.161,164.587,394400,1144189,39728,1,320174390
0.591,0.627,9,-6.903,0.0935,0.669,0,0.127,0.741,191.944,227160,26056,551,0,2775611
0.819,0.954,0,-6.057,0.0579,0.0673,5.04E-05,0.0784,0.559,107.98,224973,33762,874,0,7250700
0.562,0.896,10,-7.974,0.203,0.0117,0,0.322,0.362,93.378,284093,2701,206,0,328245
0.733,0.74,1,-6.343,0.0333,0.246,3.30E-05,0.299,0.903,99.993,226497,83850,2560,0,3627277
0.421,0.0148,5,-24.75,0.0663,0.994,0.952,0.0921,0.508,59.082,212640,132,4,0,9833
0.536,0.849,0,-4.702,0.0616,0.00318,0.00197,0.104,0.305,127.002,206547,115028,3212,0,9844085
0.688,0.731,0,-6.665,0.108,0.324,0,0.326,0.566,132.194,200114,346994,3572,0,53007609
0.481,0.284,11,-14.762,0.186,0.634,0.000168,0.91,0.528,83.979,190533,23953,540,0,1320782
0.595,0.386,5,-6.442,0.0377,0.455,0,0.131,0.864,145.059,137093,6255,138,0,329194
0.349,0.667,7,-3.283,0.0341,0.502,0,0.132,0.237,138.461,243067,1571797,48261,1,509076387
0.557,0.577,8,-12.175,0.027,0.0796,2.31E-05,0.0604,0.445,91.877,379000,28204,1112,0,3375692
0.755,0.72,1,-4.215,0.0826,0.348,0,0.168,0.713,175.93,187493,589749,13030,0,95024679
0.77,0.585,0,-8.06,0.0285,0.3,0,0.116,0.912,116.994,193373,20959,523,0,3638542
0.92,0.547,6,-4.98,0.272,0.0241,1.45E-06,0.0998,0.606,138.05,89536,478071,11334,0,18248941
0.554,0.606,1,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,285858,712567,17000,1,100186091
0.485,0.935,2,-7.005,0.0696,0.0113,3.89E-05,0.331,0.68,155.61,321800,646,59,0,69438
0.837,0.651,6,-11.443,0.0601,0.0501,0.00173,0.101,0.36,155.004,142707,114,14,0,3944
0.89,0.633,11,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,2658877,62534,1,560391013
0.667,0.571,0,-6.675,0.0245,0.434,0,0.188,0.651,95.022,144632,129278,3552,0,2650164
0.398,0.952,4,-6.042,0.061,0.000373,7.75E-05,0.1,0.584,122.093,278680,384077,22021,0,72369907
0.572,0.214,7,-15.625,0.0293,0.649,0.129,0.125,0.485,95.542,225027,398229,10857,0,92228988
0.5,0.417,7,-11.239,0.0325,0.871,1.71E-05,0.232,0.455,120.067,242253,653256,17047,1,133194509
0.675,0.868,4,-9.118,0.0572,4.82E-05,0.909,0.0875,0.539,125.843,217240,5935,318,0,853623
0.814,0.817,11,-5.456,0.206,0.203,0,0.152,0.768,139.955,241160,130706,2688,0,17379456
0.604,0.601,2,-7.887,0.0628,0.15,0.000579,0.168,0.156,139.88,164629,6827,201,0,236040
0.373,0.57,5,-11.56,0.0441,0.497,0.0124,0.128,0.631,81.28,215693,51018,2942,0,6016946
0.431,0.823,4,-5.219,0.0638,4.60E-05,3.45E-05,0.0447,0.271,150.072,215427,325684,11720,0,46543770
0.648,0.827,9,-4.78,0.042,0.00533,0.338,0.217,0.598,176.005,230895,2785008,82658,1,167304474
0.757,0.547,7,-4.573,0.0355,0.0115,0,0.0445,0.793,126.977,231693,1613211,96337,1,339974395
0.56,0.925,6,-3.821,0.0871,0.000197,0.0231,0.355,0.628,146.024,196651,9694,345,0,759032
0.728,0.723,10,-7.441,0.271,0.024,3.71E-05,0.306,0.586,86.003,230467,1738,72,0,92249
0.656,0.397,11,-14.565,0.0375,0.545,0,0.122,0.879,145.732,180173,1678392,64523,1,312226510
0.467,0.324,2,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,320267,843428,32515,1,130313917
0.7,0.598,2,-7.783,0.114,0.0369,0,0.111,0.594,160.041,228453,1702191,53182,1,356946939
0.596,0.85,11,-4.528,0.0523,0.608,0,0.41,0.531,138.057,165000,139766,3718,0,27857282
0.822,0.51,5,-6.954,0.0634,0.342,0,0.401,0.34,134.854,170667,1363897,29319,1,163940438
0.571,0.355,9,-13.049,0.0608,0.722,3.27E-05,0.136,0.261,93.987,201593,143085,8746,0,19095439
0.581,0.607,4,-8.458,0.028,0.189,1.60E-06,0.0882,0.213,102.03,281467,97465,4379,0,17444953
0.757,0.757,1,-7.598,0.0389,0.235,0,0.0474,0.967,124.956,218867,470568,22639,1,105409491
0.695,0.411,0,-8.326,0.0669,0.276,0,0.0947,0.211,120.118,224413,42732,1476,0,5222525
0.542,0.289,7,-9.712,0.0351,0.812,4.27E-05,0.126,0.188,104.986,112231,16698,233,0,834583
0.652,0.813,6,-2.842,0.0268,0.00544,0,0.101,0.851,102.987,182161,26154,953,0,5089948
0.682,0.697,3,-4.276,0.0757,0.188,0,0.334,0.57,95.012,220280,2046546,93175,1,278915982
0.478,0.965,10,-5.022,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000,93766,3668,0,22878351
0.901,0.939,6,-2.762,0.274,0.117,0,0.0643,0.805,142.948,356347,2439630,121890,1,440403755
0.556,0.345,7,-11.176,0.0264,0.741,0.0061,0.103,0.245,139.53,177427,8961,300,0,814314
0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,62411,1257,0,8053059
0.345,0.929,3,-4.469,0.142,0.00015,0.00106,0.129,0.181,155.041,227107,12074,683,0,2078715
0.836,0.851,5,-3.308,0.168,0.177,0,0.0588,0.766,95.009,253883,407408,14047,0,48304642
0.652,0.259,2,-13.336,0.0595,0.903,0,0.362,0.836,142.169,155453,144902,2105,0,13683856
0.526,0.496,5,-7.032,0.0331,0.669,0,0.236,0.439,82.668,182569,541378,14100,0,65000015
0.375,0.255,10,-12.279,0.0376,0.815,0,0.0845,0.331,95.978,316280,2768700,70397,1,251878457
0.843,0.335,9,-11.537,0.102,0.539,0.373,0.147,0.408,113.979,179474,51024,820,0,3111329
0.702,0.815,11,-3.289,0.0296,0.0148,3.85E-05,0.0486,0.819,110.968,167253,61473,2462,0,6908476
0.42,0.574,4,-5.149,0.0292,0.238,0.000115,0.127,0.218,170.549,275667,83359,1801,0,9313988
0.533,0.831,5,-3.696,0.0609,0.00804,0,0.0975,0.741,96.091,180212,102238,3509,0,6282580
0.456,0.874,10,-4.129,0.114,0.0595,1.12E-05,0.111,0.5,200.179,204093,197604,5871,0,43372344
0.49,0.715,7,-5.549,0.0476,0.386,0,0.311,0.866,130.726,145747,275921,4031,0,28799448
0.403,0.422,7,-13.964,0.0373,0.134,2.05E-05,0.0861,0.378,122.728,241293,4809692,122471,1,879026484
0.516,0.351,0,-11.012,0.044,0.709,8.61E-05,0.116,0.796,159.757,127027,1545455,0,1,448936830
0.595,0.61,7,-6.887,0.0499,0.332,2.14E-06,0.0628,0.314,97.974,212522,16385,361,0,542066
0.649,0.86,6,-4.07,0.0359,0.38,0.000547,0.147,0.585,96.025,284234,711893,10024,1,97073399
0.785,0.773,8,-7.61,0.0334,0.0296,8.12E-06,0.0667,0.892,119.996,206120,1332,66,0,40021
0.735,0.467,7,-10.273,0.0333,0.476,3.92E-06,0.22,0.482,130.018,264000,211197,8668,0,27953965
0.675,0.28,3,-11.854,0.0632,0.594,0.00916,0.109,0.218,129.942,190433,13471,297,0,637502
0.534,0.855,1,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443,28849,602,0,2192535
0.159,0.946,9,-5.756,0.0629,0.0235,8.06E-06,0.387,0.309,165.014,149467,223,38,0,6597
0.548,0.566,10,-11.876,0.0307,0.672,1.22E-05,0.112,0.805,100.813,187400,867,18,0,130398
0.623,0.425,8,-13.045,0.0291,0.306,8.65E-05,0.108,0.392,116.593,315307,5969,516,0,405115
0.479,0.601,7,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,313027,7226,366,0,517712
0.586,0.607,7,-6.7,0.0292,0.00389,0,0.17,0.278,122.171,222160,55334,4943,0,9281780
0.436,0.141,0,-13.271,0.0308,0.902,2.81E-06,0.126,0.146,76.64,198227,288883,6837,0,44930759
0.292,0.692,2,-7.198,0.0376,0.000118,0.000354,0.382,0.0544,185.467,175147,3472,0,0,254268
0.565,0.806,9,-5.11,0.0482,0.054,7.73E-06,0.204,0.683,140.084,213693,9003,122,0,1741134
0.574,0.704,6,-4.72,0.0319,0.00455,0,0.107,0.368,109.999,168667,396682,12076,0,90793319
0.803,0.764,5,-5.233,0.0387,0.0339,0.000703,0.206,0.614,122.014,207987,144305,6916,0,10769706
0.631,0.802,8,-5.316,0.373,0.0886,0,0.103,0.772,101.803,183893,31879,807,0,2730366
0.623,0.595,7,-6.342,0.0331,0.361,0.000136,0.353,0.418,78.029,217440,238982,3931,0,37969020
0.642,0.562,9,-9.304,0.0607,0.584,0,0.104,0.671,149.82,306627,9124,308,0,829604
0.483,0.878,6,-3.352,0.158,0.00491,0,0.231,0.716,139.605,178787,170,9,0,6063
0.841,0.797,9,-3.532,0.0406,0.49,0.19,0.068,0.599,97.994,181988,75504,2252,0,7678040
0.531,0.265,2,-12.738,0.0328,0.901,0.00487,0.119,0.445,120.944,273547,33,1,0,2595
0.697,0.568,5,-8.017,0.0369,0.475,2.51E-05,0.0922,0.502,153.931,202600,1253289,48736,0,91374317
0.781,0.679,0,-5.036,0.0379,0.0282,0,0.17,0.892,130.02,193493,86216,878,0,18882720
0.916,0.866,2,-4.628,0.257,0.128,0,0.0552,0.532,146.387,296333,452,14,0,47901
0.776,0.778,3,-4.693,0.0594,0.699,4.05E-05,0.0573,0.743,118.991,141343,2685,81,0,126112
0.746,0.647,7,-6.673,0.106,0.0267,0,0.052,0.393,97.989,188964,481668,11434,0,22265436
0.545,0.98,9,-6.464,0.129,0.666,0.00709,0.0788,0.658,124.96,287081,421189,12211,0,8148270
0.452,0.524,0,-10.108,0.0351,0.315,0,0.103,0.246,151.505,312360,4661357,134940,1,999439403
0.404,0.532,0,-8.989,0.0409,0.683,0.158,0.164,0.339,159.864,200933,75088,2508,0,2917286
0.779,0.796,2,-6.675,0.0434,0.701,3.99E-05,0.0636,0.938,104.947,279320,2704,104,0,307021
0.684,0.545,1,-6.885,0.121,0.159,0,0.102,0.407,143.049,135264,497266,20266,0,19191494
0.647,0.729,5,-6.251,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,350990,14035,0,82546986
0.575,0.433,3,-6.49,0.0269,0.549,1.28E-05,0.081,0.195,115.978,294440,20303,515,0,2602418
0.59,0.829,0,-5.649,0.0419,0.0601,3.99E-05,0.19,0.704,144.099,193107,121766,5737,0,14890943
0.828,0.54,9,-12.246,0.177,0.375,1.20E-06,0.0718,0.47,100.029,279719,9969,238,0,793911
0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,1466,278,0,286491
0.792,0.842,6,-7.589,0.03,0.181,0.000185,0.0582,0.761,108.01,229987,60843,2115,0,10249840
0.691,0.805,2,-6.81,0.0947,0.59,0,0.0975,0.866,142.503,301427,32042,1169,0,3710799
0.169,0.0161,9,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,221848,5341,0,14529728
0.693,0.678,8,-7.159,0.0324,0.0151,5.71E-06,0.101,0.404,103.952,228267,848200,19675,1,170230945
0.661,0.367,5,-8.552,0.0482,0.604,0,0.0916,0.838,174.059,215373,443756,9555,1,111358468
0.597,0.913,8,-5.448,0.0321,0.00409,2.53E-05,0.405,0.713,105.541,248453,335226,7559,0,69237120
0.701,0.944,4,-2.986,0.0455,0.0755,0,0.601,0.792,128.993,197707,1377238,42455,1,208075172
0.504,0.327,4,-9.49,0.0367,0.902,7.63E-06,0.445,0.299,132.803,258609,298732,6732,0,10874803
0.581,0.674,8,-7.09,0.033,0.00187,3.01E-06,0.128,0.488,143.005,213572,217549,6728,0,9324652
0.775,0.597,2,-7.298,0.148,0.0492,0,0.0853,0.24,146.927,236056,107028,4143,0,4745289
0.632,0.686,0,-6.116,0.0395,0.437,0,0.193,0.65,121.414,166027,43176,3144,0,7656999
0.358,0.889,1,-8.045,0.335,0.266,1.46E-05,0.172,0.666,85.61,130480,178461,2532,0,8438660
0.676,0.798,1,-3.384,0.212,0.0257,0,0.479,0.723,82.159,244680,138,0,0,4963
0.526,0.52,6,-7.985,0.0569,0.435,0,0.197,0.13,149.119,183637,1852658,32756,1,257317433
0.708,0.322,8,-12.46,0.0371,0.747,9.24E-05,0.137,0.46,98.892,193947,28206,686,0,805829
0.631,0.372,9,-8.545,0.0247,0.623,0,0.0677,0.357,104.956,241627,153182,5464,0,42373339
0.689,0.721,1,-6.818,0.0347,0.319,0,0.207,0.665,110.046,196693,633,30,0,78819
0.61,0.725,8,-5.131,0.15,0.367,0,0.154,0.291,146.163,201788,535167,7957,0,52688703
0.281,0.58,9,-5.967,0.0323,0.333,0,0.122,0.282,151.568,253933,330728,7208,0,72929020
0.747,0.556,0,-5.997,0.0302,0.223,4.46E-05,0.132,0.903,119.989,131853,15173,809,0,1464423
0.535,0.874,9,-2.248,0.137,0.371,0,0.192,0.323,140.006,227562,2819217,138979,0,67734819
0.668,0.636,1,-11.132,0.908,0.467,0,0.392,0.646,138.379,192360,5501,418,0,886620
0.781,0.59,7,-6.475,0.305,0.589,0,0.107,0.53,83.978,211475,116505,5937,0,21820206
0.73,0.656,11,-5.07,0.0294,0.00797,0.00271,0.108,0.743,131.04,254351,2083222,41703,1,398876627
0.807,0.887,9,-3.726,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,187920,9507899,491104,1,2563945395
0.731,0.502,8,-6.508,0.0356,0.54,1.91E-05,0.116,0.637,137.959,197123,10095,126,0,1089793
0.647,0.896,4,-5.949,0.0509,0.0709,0.0505,0.0614,0.953,118.729,215400,285684,13758,0,27082872
0.626,0.423,1,-6.035,0.0513,0.128,0,0.18,0.571,95.162,101790,173038,2322,0,5328182
0.559,0.778,0,-10.517,0.0392,0.512,0.000941,0.112,0.545,175.772,328133,342913,1862,1,147164586
0.671,0.782,7,-6.498,0.047,0.0122,0,0.525,0.62,95.011,214307,231425,18651,0,12254613
0.397,0.207,0,-13.155,0.0331,0.701,3.07E-05,0.116,0.268,171.282,227600,821583,27260,1,142103239
0.7,0.865,9,-5.827,0.133,0.0136,7.71E-05,0.0718,0.78,128.043,331760,196980,7278,0,35182652
0.419,0.354,0,-13.401,0.0392,0.929,0.836,0.152,0.126,139.082,239613,1379,27,0,84413
0.674,0.471,9,-8.199,0.0719,0.0946,0,0.22,0.219,127.963,183345,837,21,0,58437
0.687,0.781,7,-4.657,0.0944,0.166,4.32E-06,0.255,0.655,180.1,219721,92753,2561,0,8266725
0.792,0.698,1,-6.364,0.172,0.489,0.0788,0.127,0.751,129.971,173938,535163,14419,0,18617019
0.817,0.71,1,-5.354,0.135,0.167,0,0.185,0.733,126.984,213039,68863,2074,0,17057591
0.533,0.456,2,-6.392,0.0265,0.703,0,0.18,0.289,136.117,265585,267701,7601,0,48087771
0.708,0.497,0,-10.337,0.0527,0.189,0.0116,0.0723,0.919,132.997,223827,4951,134,0,212211
0.752,0.764,1,-4.399,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,163216,1383280,16151,1,237428896
0.868,0.878,1,-3.294,0.038,0.0509,0.00052,0.0857,0.899,112.987,232843,49649,654,0,2689152
0.903,0.519,7,-10.109,0.307,0.0286,0.000894,0.328,0.596,101.561,350560,17483,27,0,1027963
0.547,0.0862,9,-20.132,0.0482,0.799,0,0.148,0.302,82.342,177013,34523,669,0,12305735
0.757,0.682,7,-5.292,0.0553,0.055,0,0.0815,0.562,98.977,163179,622698,25800,0,87117037
0.572,0.862,7,-8.065,0.101,0.0127,0.388,0.674,0.111,124.708,387707,358820,13637,0,47058107
0.787,0.414,0,-9.567,0.139,0.303,2.79E-05,0.0904,0.0514,113.702,221053,10888,169,0,931214
0.503,0.741,4,-5.128,0.047,0.579,1.49E-06,0.0712,0.458,88.335,207030,780044,12651,1,104102605
0.509,0.31,9,-10.623,0.0313,0.959,0.229,0.0963,0.151,137.474,208653,145765,2812,0,9844561
0.387,0.827,10,-3.544,0.0471,0.0621,0.012,0.0737,0.135,125.001,244930,288329,2116,0,25424916
0.767,0.523,3,-7.089,0.199,0.37,0,0.106,0.576,126.061,190653,8446,143,0,709973
0.562,0.609,3,-7.063,0.0271,0.0264,0,0.17,0.512,130.753,200213,70606,2016,0,5241866
0.783,0.671,5,-8.572,0.064,0.294,0,0.134,0.651,141.996,272112,552676,11189,0,92907786
0.819,0.744,9,-6.826,0.0799,0.0133,0.00177,0.0995,0.665,102.995,191068,102287,1729,0,7726459
0.754,0.715,5,-4.434,0.0525,0.0822,0,0.0891,0.405,100.001,252613,972628,46000,1,126711521
0.727,0.6,8,-4.799,0.24,0.636,5.10E-06,0.106,0.754,199.796,216000,156159,46,0,13801452
0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,252262,1401834,51184,0,81536597
0.764,0.628,0,-10.961,0.048,0.336,0,0.0977,0.823,109.008,216387,1012,2,0,86413
0.674,0.428,7,-9.504,0.122,0.121,0,0.132,0.337,84.878,190185,4557902,221462,1,917003732
0.704,0.759,7,-4.344,0.0263,0.0642,0,0.123,0.681,119.957,225973,25819,594,0,7541378
0.656,0.662,4,-5.034,0.0971,0.0203,0,0.115,0.289,124.772,171926,3952,0,0,318511
0.552,0.867,0,-4.066,0.0321,0.0258,0,0.121,0.495,116.976,198813,605196,13098,0,82006405
0.925,0.9,3,-4.361,0.143,0.355,0.00608,0.124,0.804,120.031,201500,1459898,38447,1,173107891
0.439,0.867,4,-7.722,0.0618,0.00907,8.93E-06,0.679,0.318,129.103,279907,4874,459,0,567338
0.431,0.95,7,-4.918,0.26,0.00105,3.63E-05,0.272,0.56,191.936,158733,474439,24041,0,86417565
0.501,0.394,5,-12.519,0.389,0.822,0,0.673,0.565,120.886,266773,2975,59,0,333106
0.413,0.446,4,-8.798,0.0292,0.355,2.38E-05,0.138,0.226,127.979,172560,6733,59,0,572559
0.585,0.611,6,-4.132,0.288,0.39,0,0.649,0.962,97.041,218107,2178723,60039,1,191728598
0.687,0.521,4,-5.634,0.0294,0.602,0,0.0983,0.854,144.795,208138,62458,1932,0,6299400
0.526,0.477,6,-7.159,0.0258,0.449,0,0.0962,0.117,108.03,259720,65958,1663,0,11049459
0.553,0.578,4,-8.679,0.0299,0.267,0.0377,0.267,0.407,120.993,284147,123603,3154,0,12120876
0.503,0.858,8,-6.296,0.0657,0.00757,0.00234,0.0803,0.419,133.615,208653,130,3,0,24948
0.646,0.795,9,-3.293,0.0976,0.0319,0,0.267,0.796,89.99,210960,7154106,214369,1,686636687
0.276,0.572,1,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,5730,472,0,764832
0.921,0.668,7,-8.73,0.235,0.0949,0,0.592,0.892,131.059,296587,184850,5935,0,28519944
0.604,0.749,2,-7.591,0.0381,0.65,0.0277,0.0564,0.889,89.013,334080,301,11,0,34069
0.597,0.581,1,-4.565,0.0366,0.59,4.38E-06,0.137,0.212,147.987,194268,2581434,112402,1,189807387
0.912,0.686,11,-4.725,0.0882,0.105,0,0.119,0.596,89.985,203267,2942,1171,0,241284
0.364,0.727,11,-15.566,0.0666,0.000147,0.693,0.18,0.353,85.45,186573,22,2,0,521
0.86,0.73,9,-3.565,0.13,0.468,0,0.0952,0.93,133.89,159459,218086,4669,0,22849521
0.586,0.32,0,-12.788,0.0289,0.637,0.00202,0.128,0.437,115.808,192459,6,1,0,406
0.537,0.61,1,-8.263,0.162,0.626,0.00285,0.0946,0.0501,110.056,269347,66272,1132,0,13916831
0.845,0.655,5,-5.137,0.0612,0.239,0,0.0974,0.516,139.955,164571,1568725,64738,0,77011879
0.571,0.468,0,-11.423,0.0371,0.0107,0.0721,0.108,0.0307,140.034,290571,48283,1110,0,1566827
0.539,0.837,9,-4.178,0.039,0.00131,0,0.347,0.455,94.918,172813,31153,1029,0,1825136
0.177,0.305,1,-14.082,0.036,0.937,0.827,0.0913,0.035,128.585,164613,136901,7316,0,30430584
0.376,0.657,7,-4.658,0.0768,0.0858,0,0.0884,0.203,80.565,164782,518662,19499,0,33368877
0.75,0.539,7,-6.704,0.215,0.164,0.0226,0.0633,0.809,196.054,220526,110288,2341,0,15317222
0.382,0.589,9,-7.315,0.0267,0.0465,0,0.122,0.335,140.059,243360,1933544,49849,1,307689618
0.595,0.574,2,-7.411,0.11,0.789,9.53E-05,0.209,0.825,94.904,445080,90656,1915,0,10028198
0.786,0.567,10,-6.52,0.0406,0.381,0,0.0565,0.734,130.003,194053,493427,4972,0,59427426
0.673,0.659,3,-4.493,0.0439,0.539,0,0.129,0.628,88.011,179053,4819053,115805,1,296387364
0.708,0.766,11,-4.485,0.0778,0.061,0,0.104,0.462,93.777,167980,23704,688,0,2205893
0.742,0.879,0,-4.274,0.0328,0.0696,7.17E-06,0.0981,0.936,133.946,227091,1699465,29610,1,201142645
0.539,0.583,1,-4.935,0.0275,0.108,0,0.111,0.337,86.063,328093,1680295,59881,1,400057789
0.764,0.744,11,-5.529,0.448,0.162,0,0.122,0.507,87.538,182925,551452,23212,0,52290828
0.754,0.736,9,-5.404,0.0301,0.506,1.12E-05,0.213,0.96,135.024,230840,40144,633,0,5448528
0.57,0.55,10,-8.343,0.035,0.524,3.73E-05,0.0921,0.435,117.999,311186,1265017,30217,1,189710918
0.566,0.855,7,-4.016,0.211,0.0372,0.000157,0.181,0.517,172.966,247840,3784491,131656,1,393044453
0.411,0.614,10,-8.881,0.056,0.383,0,0.156,0.684,104.037,206852,1397,0,0,77232
0.51,0.509,7,-4.187,0.0734,0.0953,0,0.0898,0.718,152.051,148413,738,19,0,77293
0.553,0.835,5,-4.144,0.0548,0.124,0,0.109,0.383,164.961,259560,20044,839,0,1483920
0.513,0.648,1,-6.9,0.101,0.531,0,0.136,0.268,116.542,135385,208033,1793,0,18891764
0.665,0.843,5,-3.347,0.0354,0.0654,0,0.268,0.845,122.029,195268,19574,332,0,866650
0.538,0.776,0,-4.814,0.201,0.261,0,0.201,0.776,94.969,231689,1994313,26137,1,479927390
0.845,0.467,1,-7.674,0.138,0.0586,0,0.0694,0.702,138.007,211200,747581,21238,1,195851527
0.684,0.607,11,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,979495,25506,1,112277699
0.72,0.909,8,-3.258,0.0952,0.0904,0,0.137,0.877,91.022,199693,4094819,109738,1,1089805731
0.54,0.429,2,-11.822,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,762547,18001,1,112720876
0.903,0.828,6,-6.432,0.174,0.0715,0.0013,0.0622,0.912,124.947,163200,167022,3534,0,9321575
0.51,0.917,4,-4.806,0.0854,0.0054,0.000133,0.396,0.313,75.098,272440,2075,64,0,165660
0.516,0.745,2,-8.352,0.0774,0.564,0,0.275,0.826,186.006,173173,143687,2538,0,27991678
0.778,0.613,10,-9.897,0.0488,0.17,2.56E-06,0.102,0.853,120.005,282653,567575,19238,1,96536486
0.541,0.96,0,-2.947,0.0505,0.0663,2.25E-06,0.344,0.812,122.803,222707,1568340,45403,1,344914092
0.693,0.594,1,-6.408,0.0325,0.13,0,0.115,0.192,123.932,244107,182170,7327,0,48722999
0.414,0.413,2,-6.381,0.0434,0.68,0,0.121,0.244,178.599,237466,177122,2855,0,9469010
0.505,0.529,1,-5.84,0.184,0.556,0,0.11,0.31,174.322,133333,948443,16012,0,69890014
0.269,0.666,6,-6.048,0.0362,0.000278,0,0.609,0.226,171.722,329080,2224,48,0,193321
0.746,0.825,1,-4.666,0.169,0.0142,0.0107,0.121,0.584,152.914,204150,3138505,85424,1,340131858
0.559,0.318,9,-11.106,0.0317,0.857,1.88E-06,0.11,0.684,80.242,287840,57088,899,0,9523967
0.818,0.93,11,-2.982,0.247,0.33,0,0.658,0.831,113.988,252632,1992244,40593,1,387530902
0.73,0.9,7,-3.339,0.052,0.0761,0,0.238,0.896,128.083,183693,278442,26658,0,71389485
0.618,0.848,6,-4.329,0.0574,0.0028,0.000714,0.302,0.639,123.967,150484,6942,237,0,1661576
0.384,0.621,5,-5.723,0.132,0.687,1.82E-06,0.141,0.409,79.924,236425,147930,5469,0,7934149
0.622,0.68,10,-7.018,0.0359,0.672,0,0.11,0.5,147.96,227721,23377,772,0,3110359
0.756,0.401,7,-10.702,0.0526,0.582,0.011,0.0541,0.514,101.954,199396,97064,3528,0,6009417
0.836,0.352,2,-10.063,0.0843,0.543,0,0.0888,0.446,132.047,169302,1751126,38940,1,262214968
0.305,0.628,9,-3.573,0.0348,0.46,3.66E-05,0.0899,0.428,80.389,182168,76796,2059,0,11326014
0.574,0.469,4,-8.209,0.0254,0.534,9.21E-05,0.128,0.288,132.023,242485,319226,9318,0,14157306
0.529,0.78,5,-3.932,0.326,0.0255,0,0.14,0.711,80.018,216067,100807,3626,0,8087487
0.583,0.164,7,-22.101,0.057,0.788,1.42E-06,0.109,0.47,150.77,182200,11361,367,0,1506244
0.563,0.495,2,-10.272,0.0362,0.781,0,0.0837,0.244,125.998,291462,794372,11692,0,82721044
0.562,0.437,0,-10.229,0.052,0.219,2.18E-05,0.0806,0.15,124.852,277506,86156,2519,0,4116441
0.933,0.713,2,-5.334,0.0803,0.35,3.09E-05,0.0625,0.947,118.383,241333,3874,2,0,124349
0.537,0.651,1,-8.584,0.0515,0.0707,0.00287,0.532,0.396,144.924,142155,35637,1208,0,2066823
0.705,0.809,5,-4.484,0.068,0.145,5.75E-05,0.216,0.508,107.21,218131,308620,14325,0,27826356
0.517,0.451,9,-21.157,0.938,0.239,0,0.623,0.693,110.368,95712,62,0,0,6583
0.847,0.701,1,-7.14,0.0901,0.11,0.000117,0.144,0.548,130.018,169560,121490,2219,0,10570162
0.46,0.978,10,-7.974,0.0477,0.391,0.176,0.249,0.456,144.017,120000,151547,0,0,9583351
0.548,0.399,6,-13.183,0.0359,0.0127,0.0487,0.103,0.351,143.96,268040,47757,4071,0,16532868
0.698,0.533,2,-6.246,0.0437,0.542,0,0.333,0.275,134.001,273440,385341,9156,0,45557589
0.92,0.675,1,-5.661,0.263,0.307,0,0.104,0.749,141.967,304041,2504892,52843,1,496618345
0.634,0.84,6,-5.933,0.0351,0.00168,0.0237,0.207,0.393,97.998,349507,542641,15895,1,156372409
0.756,0.741,1,-4.533,0.0618,0.00943,0.227,0.64,0.319,122.999,171781,123639,1970,0,16697114
0.542,0.702,7,-8.605,0.0533,0.659,0.0281,0.313,0.343,91.354,200608,155728,7552,0,47986226
0.445,0.731,7,-6.412,0.0935,0.275,0,0.964,0.324,152.018,201896,159579,4613,0,30585107
