Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Likes,Comments,isPopularViews,Views
0.235,0.965,2,-2.882,0.28,0.00887,0,0.0448,0.322,185.278,231840,485392,38360,0,51187542
0.206,0.871,8,-5.751,0.419,0.0316,6.55E-05,0.0596,0.125,175.6,131667,48427,1417,0,1934305
0.487,0.9,0,-4.417,0.0482,6.79E-05,0,0.358,0.484,149.937,204000,1596741,79488,1,234419158
0.767,0.709,1,-4.47,0.336,0.323,0,0.0745,0.72,171.993,256972,7074720,279877,1,1160512511
0.626,0.414,0,-9.245,0.0426,0.416,2.14E-05,0.117,0.15,61.016,313028,56248,1243,0,4464816
0.579,0.454,4,-9.351,0.0267,0.13,2.50E-06,0.0628,0.226,84.627,262800,440,25,0,31445
0.675,0.97,8,-2.164,0.0613,0.00777,0,0.331,0.568,106.973,213371,171805,15079,0,19614895
0.684,0.538,10,-8.189,0.038,0.352,0.000144,0.194,0.788,144.005,192920,139710,2535,0,8969860
0.657,0.713,7,-4.787,0.0406,0.0791,0.394,0.221,0.544,175.096,119314,63,6,0,1667
0.656,0.746,7,-4.716,0.314,0.126,0,0.508,0.824,104.044,188939,499252,18855,0,57773262
0.656,0.283,5,-10.645,0.0658,0.791,0.000272,0.133,0.97,130.073,195666,6785,19,0,1188448
0.723,0.148,2,-19.922,0.0407,0.631,0.00419,0.115,0.204,129.097,182467,96355,2024,0,18305418
0.732,0.387,10,-8.47,0.0741,0.0493,0,0.141,0.242,157.875,159670,1525121,29440,1,191439990
0.488,0.464,1,-9.496,0.0284,0.742,0,0.57,0.709,109.853,208293,1678392,64523,1,312226510
0.574,0.738,0,-5.068,0.0306,0.0651,0,0.12,0.379,136.145,194387,432937,9267,0,75759215
0.536,0.591,0,-5.377,0.0292,0.463,0,0.133,0.347,128.056,185216,3795,7,0,271165
0.782,0.687,11,-6.69,0.109,0.0573,0,0.0718,0.802,97.014,240293,225751,5976,0,24950714
0.658,0.575,11,-10.365,0.0267,0.243,0,0.122,0.504,108.329,239827,140121,5229,0,27134098
0.743,0.429,10,-14.576,0.0902,0.447,0.362,0.0455,0.597,95.406,443773,523793,9423,0,19097577
0.607,0.715,8,-4.135,0.0397,0.378,0,0.0433,0.683,92.026,199267,989639,17142,1,185040745
0.419,0.085,7,-19.387,0.0362,0.908,5.33E-06,0.34,0.458,91.509,243493,393971,18592,0,61318189
0.621,0.891,8,-5.934,0.0512,0.11,0.108,0.216,0.461,105.021,174311,46914,323,0,3316059
0.469,0.196,0,-16.093,0.0571,0.882,0,0.0513,0.537,130.036,143733,184312,25627,0,18287830
0.448,0.467,0,-6.306,0.0459,0.551,0,0.127,0.238,132.944,310987,175854,4633,0,23591348
0.337,0.859,2,-3.189,0.106,0.0484,0,0.203,0.265,188.049,223227,150492,6130,0,19265292
0.914,0.586,6,-8.435,0.33,0.00203,1.58E-06,0.0992,0.655,116.371,157440,18940,1264,0,4094496
0.949,0.661,5,-4.244,0.0572,0.0302,0,0.0454,0.76,104.504,284200,6489755,169037,1,777507160
0.399,0.15,2,-17.554,0.0379,0.954,0.863,0.114,0.312,83.755,97640,76,0,0,1419
0.331,0.169,9,-19.859,0.0325,0.994,0.886,0.121,0.258,97.836,253573,84815,3675,0,4794629
0.514,0.756,10,-7.988,0.147,0.337,0,0.135,0.764,90.307,155773,20755,611,0,2544193
0.567,0.711,1,-4.899,0.323,0.0626,0,0.486,0.646,102.388,197480,7570,511,0,612044
0.427,0.965,0,-4.282,0.15,0.00404,0.00472,0.369,0.0654,131.948,240760,2217,75,0,298343
0.647,0.719,9,-6.859,0.0437,0.196,0,0.134,0.4,104.003,198381,4708,108,0,378221
0.77,0.51,10,-5.469,0.192,0.137,0.000106,0.0346,0.533,188.067,220944,4166649,121237,1,555130130
0.536,0.901,9,-7.211,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,506298,27312,0,66337465
0.669,0.737,0,-7.974,0.0975,0.0289,0,0.204,0.948,170.925,81067,6540,0,0,1432178
0.68,0.687,9,-6.162,0.0709,0.0161,0,0.261,0.467,150.053,249533,1198929,49295,1,240022805
0.791,0.687,1,-6.279,0.104,0.00665,2.12E-06,0.0986,0.513,130.154,190154,689376,51857,0,43294689
0.623,0.727,11,-5.57,0.0562,0.184,2.02E-05,0.309,0.4,125.975,165800,19533,245,0,1390055
0.756,0.752,0,-5.06,0.0548,0.464,0,0.0423,0.885,100.659,181773,46297,682,0,11920465
0.247,0.307,7,-13.16,0.0371,0.648,2.43E-05,0.281,0.403,161.982,235640,3567,272,0,694867
0.472,0.772,5,-5.928,0.0316,0.00658,5.65E-05,0.132,0.6,139.993,393480,1084029,80493,1,171578801
0.811,0.588,1,-3.161,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,3746832,94742,1,1058838468
0.767,0.653,9,-6.398,0.131,0.355,0,0.0821,0.449,130.092,182563,24028,250,0,4419127
0.313,0.378,1,-13.851,0.0307,0.802,0.847,0.119,0.0952,98.7,143373,8365,137,0,642191
0.681,0.728,2,-7.317,0.0513,0.00624,0,0.055,0.693,131.017,203467,100135,8175,0,8348966
0.611,0.632,8,-4.777,0.0302,0.458,0,0.0991,0.783,93.915,159060,3039,17,0,147924
0.756,0.716,6,-9.176,0.0678,0.208,1.89E-05,0.0599,0.757,119.935,335000,554646,7277,1,124906144
0.718,0.684,11,-5.16,0.248,0.0182,0,0.233,0.856,146.084,159452,270167,10922,0,11928999
0.759,0.891,11,-2.983,0.257,0.0298,0,0.141,0.587,98.579,216707,45922,1044,0,5509108
0.6,0.721,0,-6.041,0.167,0.212,0,0.109,0.527,142.013,234044,42432,3293,0,4252720
0.511,0.782,9,-7.934,0.0486,0.00112,0.000825,0.11,0.551,100.002,237640,121440,3420,0,19570509
0.495,0.596,2,-5.45,0.024,0.14,0.00316,0.114,0.284,94.119,233747,405883,14619,1,104649971
0.721,0.745,7,-3.508,0.0366,0.151,1.24E-06,0.372,0.699,90.988,192745,230490,3535,0,34408366
0.884,0.494,0,-5.849,0.207,0.862,0,0.349,0.96,100.098,158400,75,2,0,4959
0.452,0.909,9,-3.977,0.0366,0.0313,0.0603,0.23,0.805,124.623,225787,439029,22389,0,68802503
0.709,0.874,7,-4.522,0.193,0.0114,0,0.213,0.832,88.546,264960,276,10,0,8081
0.52,0.761,4,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823,1480652,37678,1,129183587
0.708,0.648,6,-5.626,0.0449,0.0956,0,0.134,0.338,143.955,201707,1758555,28321,1,243497172
0.76,0.483,6,-7.702,0.164,0.0334,5.80E-06,0.204,0.771,76.764,265440,191,7,0,8173
0.621,0.675,0,-5.941,0.0305,0.295,0,0.174,0.747,125.122,250920,21760,207,0,3204308
0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4160811,436643,1,904315365
0.715,0.605,0,-5.128,0.0428,0.239,1.41E-05,0.189,0.454,122.956,212733,7387812,187852,1,1207659517
0.522,0.74,0,-7.018,0.0465,0.558,0,0.144,0.732,92.618,278547,299135,5610,0,31244780
0.439,0.153,1,-8.95,0.0479,0.874,0,0.107,0.104,116.76,287693,2743760,73927,1,357044985
0.538,0.0203,4,-23.163,0.0437,0.92,0.019,0.104,0.103,121.447,132000,38678,399,0,1268438
0.67,0.275,0,-12.755,0.0385,0.671,0,0.199,0.806,152.649,130027,2332,26,0,1617316
0.67,0.909,11,-4.95,0.067,0.0365,0.00407,0.11,0.544,124.461,235173,263082,11047,0,51473827
0.352,0.832,0,-11.433,0.403,0.0853,0,0.963,0.353,146.354,326893,999,33,0,115807
0.764,0.661,11,-7.272,0.219,0.227,0,0.323,0.461,97.964,249847,12271,918,0,482630
0.398,0.0874,7,-18.981,0.0414,0.904,2.60E-06,0.113,0.478,89.014,114200,17091,509,0,3731577
0.469,0.976,0,-3.569,0.111,0.000287,0.217,0.0636,0.222,124.001,298107,201872,7928,0,27144837
0.512,0.6,5,-6.035,0.0316,0.359,0.000245,0.078,0.691,84.415,195893,157769,2592,0,52611380
0.603,0.551,10,-7.65,0.0668,0.000964,0.654,0.394,0.14,122.207,146861,3646,250,0,207928
0.597,0.688,0,-8.088,0.0368,0.0342,0,0.261,0.767,115.264,253827,2459,144,0,474688
0.561,0.557,0,-8.013,0.0354,0.536,0,0.145,0.698,174.147,329526,9615,799,0,145863
0.689,0.874,2,-4.019,0.0733,0.631,1.08E-05,0.921,0.722,146.026,156164,46089,548,0,11984732
0.642,0.925,4,-7.154,0.173,0.154,0.000278,0.0497,0.591,99.954,281480,83384,3557,0,15989711
0.623,0.537,10,-10.014,0.0726,0.332,1.40E-05,0.0963,0.905,166.885,146933,1868278,53891,1,242588704
0.513,0.448,11,-11.074,0.0325,0.135,0,0.0678,0.172,97.63,173867,48414,2056,0,4765516
0.886,0.646,10,-7.288,0.328,0.0266,3.76E-05,0.0857,0.798,148.119,207600,108347,1657,0,13235918
0.451,0.973,8,-2.611,0.0514,0.00428,7.36E-06,0.0924,0.628,151.885,225880,121519,4255,0,25756304
0.615,0.871,9,-1.248,0.0516,0.0427,0,0.254,0.297,123.915,202533,1971826,141302,0,55062719
0.503,0.586,4,-2.521,0.0283,0.65,2.04E-05,0.283,0.668,105.155,192427,142280,4882,0,52320369
0.518,0.776,2,-7.065,0.037,0.209,0,0.75,0.842,175.906,221133,109883,2415,0,18770142
0.924,0.55,2,-6.402,0.252,0.00213,4.34E-05,0.101,0.298,139.992,185391,146972,3299,0,10592684
0.724,0.735,7,-8.262,0.0286,0.147,0.00131,0.0899,0.839,109.281,167000,26377,900,0,6549983
0.763,0.666,0,-6.34,0.0537,0.0791,2.98E-06,0.0733,0.449,93.994,241507,328372,22062,0,44935273
0.683,0.72,1,-6.418,0.235,0.187,0,0.381,0.737,83.621,254520,180445,7158,0,27797333
0.565,0.962,8,-2.981,0.064,0.437,0,0.056,0.906,148.808,160227,13885,394,0,1204326
0.675,0.823,4,-4.513,0.0305,0.0967,0,0.265,0.817,119.902,236587,122467,3153,0,45018013
0.666,0.465,1,-8.545,0.26,0.0503,0,0.215,0.292,167.937,291175,22143,291,0,3310938
0.253,0.139,6,-17.067,0.0414,0.726,5.01E-05,0.269,0.102,74.369,60453,98210,1667,0,12198170
0.614,0.754,0,-6.83,0.0966,0.00176,0.00625,0.453,0.685,82.009,226587,5570,400,0,762905
0.586,0.734,5,-5.048,0.0474,0.708,0,0.492,0.572,90.551,170568,139766,3718,0,27857282
0.732,0.678,2,-4.977,0.0886,0.0867,2.41E-05,0.112,0.196,100.626,211421,2372848,60309,1,239347502
0.851,0.695,6,-6.675,0.163,0.0855,3.56E-06,0.165,0.789,131.938,139693,432192,11012,0,50506802
0.515,0.992,7,-6.32,0.08,0.0011,6.86E-06,0.382,0.112,122.017,236000,10162,561,0,693552
0.35,0.621,8,-6.495,0.233,0.256,3.44E-05,0.613,0.459,83.375,253387,628195,47513,0,78486528
0.679,0.764,6,-5.301,0.0391,0.031,9.05E-06,0.0951,0.471,124.977,198015,78266,1247,0,5506948
0.657,0.237,10,-13.491,0.0279,0.88,0.000246,0.15,0.302,82.019,194931,1727,0,0,700153
0.798,0.867,11,-3.207,0.0386,0.0618,0,0.193,0.702,99.996,189775,2979870,230183,1,182910497
0.594,0.866,5,-4.27,0.0352,0.00112,9.16E-06,0.0681,0.76,132.944,222920,59407,1270,0,26875247
0.521,0.732,4,-5.408,0.0321,0.000783,0.57,0.159,0.185,125.99,237813,105903,2392,0,17023620
0.68,0.638,11,-7.592,0.325,0.00257,0.00196,0.122,0.322,150.033,163240,196107,3118,0,13475248
0.469,0.323,7,-9.317,0.028,0.789,0,0.122,0.423,92.217,280880,7208,177,0,630511
0.821,0.768,0,-4.376,0.0454,0.124,0,0.0674,0.882,91.997,175788,207167,6434,0,13001701
0.481,0.913,2,-4.774,0.0549,0.0213,1.48E-05,0.0544,0.319,147.981,187335,4350,369,0,290729
0.323,0.737,10,-4.008,0.0338,0.142,0.000162,0.163,0.155,113.26,241067,1354675,17129,1,118491270
0.692,0.496,7,-7.332,0.0241,0.172,6.42E-06,0.107,0.376,97.945,298960,1370129,32164,1,301471473
0.729,0.646,5,-7.953,0.0686,0.0248,0,0.168,0.54,125.007,148800,25486,1046,0,546063
0.73,0.732,4,-5.167,0.051,0.0427,2.22E-06,0.262,0.974,129.974,180453,345102,6713,0,72098879
0.528,0.395,1,-7.168,0.0288,0.416,0,0.794,0.0909,120.981,330787,2620511,113793,1,722490975
0.63,0.418,7,-7.111,0.0254,0.483,0.15,0.111,0.345,140.037,199515,71953,2690,0,1973687
0.57,0.774,1,-3.677,0.25,0.32,0.000332,0.199,0.229,65.964,244293,72303,2386,0,11121007
0.818,0.705,6,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,6220896,169907,1,693555221
0.629,0.572,5,-9.332,0.0307,0.32,0.000853,0.109,0.182,93.997,188960,96715,2650,0,18682735
0.538,0.409,9,-6.581,0.0505,0.172,0,0.11,0.265,171.838,205440,1809854,25682,1,306106857
0.55,0.848,4,-6.422,0.045,0.0568,0.0141,0.322,0.547,107.069,194573,87894,3336,0,21327518
0.569,0.83,9,-4.106,0.14,0.0807,0,0.114,0.609,170.094,186635,3061311,194583,1,377032971
0.513,0.546,4,-5.192,0.0375,0.564,0,0.124,0.37,126.646,251436,544241,7986,0,54872958
0.693,0.494,1,-7.252,0.108,0.139,0.000187,0.111,0.302,135.022,241842,46235,600,0,4028896
0.485,0.778,2,-4.369,0.0488,0.625,0,0.196,0.324,83.106,225040,45153,830,0,11376795
0.664,0.682,8,-11.758,0.96,0.523,0,0.183,0.475,79.168,201187,202,12,0,11181
0.628,0.551,0,-6.841,0.0612,0.394,0,0.178,0.385,136.899,315213,170778,4990,0,24587029
0.812,0.736,4,-5.421,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806,3405764,212408,1,467274169
0.691,0.725,7,-6.751,0.179,0.0357,2.02E-05,0.105,0.615,143.041,153881,131641,5486,0,5460975
0.46,0.66,3,-6.642,0.0652,0.0108,0.000139,0.34,0.18,141.722,191710,837599,14446,0,38506644
0.623,0.824,6,-8.971,0.0479,0.0195,0.13,0.0491,0.574,111.356,279933,533012,17779,1,102948585
0.521,0.704,9,-5.772,0.0513,0.332,7.10E-06,0.0665,0.846,98.364,289467,617719,9896,1,350143815
0.568,0.444,2,-10.815,0.0696,0.345,0.00052,0.113,0.592,152.712,174467,48704,1013,0,4904247
0.409,0.172,6,-16.44,0.0389,0.922,0.00112,0.111,0.352,132.151,229293,70868,2464,0,10448232
0.712,0.606,7,-4.262,0.0518,0.246,1.19E-06,0.109,0.329,111.089,225213,509197,6730,0,57506096
0.706,0.76,8,-4.702,0.0369,0.0599,1.46E-06,0.202,0.564,95.499,126444,333670,9128,0,14470536
0.63,0.748,10,-4.497,0.0802,0.0279,0,0.214,0.906,92.938,182339,29839,2207,0,4874980
0.739,0.85,2,-3.966,0.0308,0.0272,0,0.181,0.883,113,168960,195185,3556,0,49825212
0.609,0.435,11,-7.861,0.285,0.522,0,0.118,0.552,131.995,236738,8416,312,0,681408
0.503,0.783,0,-4.761,0.0385,0.0221,0.00223,0.14,0.213,125.122,180480,522018,8865,0,21777384
0.828,0.816,1,-4.566,0.164,0.0976,0,0.0884,0.567,99.669,177600,140733,2016,0,28263108
0.488,0.487,4,-6.371,0.0305,0.577,0,0.193,0.219,77.278,230267,1004977,18687,1,126789480
0.503,0.265,2,-15.913,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,68325,3001,0,6797713
0.436,0.00358,2,-29.557,0.0827,0.778,0.556,0.11,0.15,173.788,69000,208,2,0,10181
0.539,0.742,7,-5.333,0.0366,0.154,0,0.103,0.556,144.183,211360,246729,6089,0,31530727
0.516,0.976,11,-5.143,0.309,0.168,0,0.0931,0.7,84.131,139909,84021,2924,0,6344935
0.781,0.67,3,-3.912,0.0452,0.0103,0,0.0761,0.595,127.99,169333,1781577,70898,1,101543042
0.539,0.715,11,-6.639,0.0595,0.0265,0,0.609,0.489,123.854,165524,165086,1248,0,10665011
0.925,0.454,3,-3.533,0.273,0.252,4.19E-06,0.128,0.771,135.02,125245,1388448,16691,1,148050701
0.573,0.856,0,-5.754,0.199,0.0629,0,0.108,0.687,199.952,293268,875748,19988,1,155542027
0.53,0.592,5,-7.281,0.0534,0.381,0,0.294,0.544,125.721,158537,672601,17105,0,16727981
0.511,0.922,7,-7.357,0.0382,0.52,0.0121,0.087,0.869,182.025,252840,58486,1716,0,16232289
0.386,0.565,1,-6.853,0.0383,0.45,0,0.138,0.265,127.652,240280,184944,13091,0,56509322
0.242,0.371,5,-11.427,0.0333,0.803,0.969,0.0938,0.102,102.194,116520,4588,12,0,210552
0.724,0.848,2,-4.724,0.0522,0.0787,9.16E-05,0.104,0.781,123.02,199265,1038200,25173,1,356812170
0.748,0.735,8,-8.692,0.0903,0.47,1.09E-05,0.0851,0.854,150.04,203653,15326,447,0,1943674
0.282,0.943,2,-7.746,0.121,0.741,0.414,0.178,0.15,182.381,128427,1066,57,0,58497
0.423,0.381,11,-9.782,0.0366,0.544,0,0.142,0.142,79.231,243453,1942,67,0,500248
0.828,0.434,5,-10.609,0.301,0.0394,0,0.0806,0.38,115.071,131600,196857,2798,0,12584888
0.376,0.39,8,-18.582,0.113,0.15,0,0.679,0.498,85.211,217867,81874,2791,0,14474486
0.787,0.679,9,-4.913,0.0658,0.416,0,0.15,0.875,89.988,240200,89112,1659,0,27712761
0.431,0.748,9,-6.434,0.0846,0.117,2.69E-05,0.154,0.457,88.457,325829,91901,3814,0,6416977
0.712,0.51,8,-8.162,0.0633,0.446,2.46E-05,0.112,0.268,122.964,240507,787007,18770,1,111132363
0.661,0.331,7,-8.357,0.0457,0.698,0,0.0864,0.783,129.818,153400,61,2,0,3298
0.571,0.826,1,-4.475,0.0362,0.0446,0,0.343,0.713,90.966,189000,48001,759,0,13130739
0.558,0.616,4,-6.021,0.352,0.715,0,0.154,0.551,91.75,202956,132819,2032,0,7299321
0.846,0.634,10,-7.753,0.0432,0.122,0,0.146,0.944,104.964,295079,907166,15073,1,97312730
0.818,0.732,9,-4.253,0.209,0.0997,0.0389,0.074,0.37,130.063,143933,1198527,40710,1,110167764
0.595,0.546,2,-6.251,0.0267,0.633,0.00422,0.0697,0.255,131.136,234280,10229,684,0,938485
0.778,0.632,2,-5.6,0.0493,0.274,0,0.0915,0.498,122.104,218289,9417832,525777,1,252151147
0.409,0.223,10,-13.886,0.0296,0.947,0.0123,0.0635,0.173,89.877,192867,111828,1642,0,2668149
0.635,0.461,9,-11.388,0.195,0.105,0.0703,0.118,0.636,192.846,113054,132,0,0,6592
0.849,0.449,1,-8.39,0.291,0.341,0,0.106,0.602,84.463,150899,8353,319,0,304138
0.775,0.816,0,-5.534,0.0281,0.164,0,0.126,0.753,98.219,214333,2008434,60949,1,441736021
0.722,0.859,2,-3.355,0.053,0.141,0,0.112,0.347,92,208307,1070,27,0,70540
0.687,0.818,0,-4.221,0.0778,0.0112,0,0.248,0.886,125.952,165753,60995,1077,0,5702664
0.809,0.899,9,-1.098,0.102,0.0431,0,0.171,0.733,95.016,209227,2005316,46896,1,651899082
0.193,0.335,9,-8.681,0.0314,0.852,0.131,0.117,0.254,64.078,120333,11153,241,0,858543
0.472,0.652,1,-10.171,0.0305,0.0131,1.12E-05,0.14,0.401,140.124,340200,527952,17076,0,85219047
0.251,0.604,3,-5.622,0.0431,0.171,2.25E-06,0.123,0.166,84.643,307846,773549,13359,0,62917627
0.759,0.654,1,-7.256,0.0608,0.352,0,0.0987,0.816,139.975,170036,5616,114,0,573014
0.703,0.444,11,-9.331,0.0417,0.559,0,0.0973,0.712,150.96,242947,4145040,129068,1,709138850
0.45,0.878,9,-4.592,0.0827,0.0071,0,0.0908,0.744,199.844,252443,260405,14941,0,15922784
0.756,0.79,8,-4.978,0.0374,0.0307,0.000157,0.146,0.234,102.018,195387,387255,8908,0,21661668
0.645,0.797,9,-6.723,0.043,0.0446,0,0.304,0.43,119.288,196600,290573,4441,0,19480336
0.578,0.937,5,-3.926,0.0724,0.000963,2.25E-06,0.4,0.769,137.937,239827,50895,2900,0,8595998
0.294,0.337,6,-10.614,0.036,0.814,0.414,0.14,0.135,91.781,300683,325442,4194,0,28150945
0.88,0.558,9,-10.426,0.217,0.121,3.35E-05,0.119,0.597,89.024,361267,102,16,0,4913
0.609,0.885,0,-5.469,0.0642,0.00521,1.15E-05,0.336,0.76,124.959,165441,227356,6672,0,33418002
0.468,0.833,4,-5.847,0.0324,0.00654,0.000332,0.326,0.884,131.248,264413,213545,17300,0,25158726
0.832,0.749,2,-6.129,0.37,0.0998,3.74E-06,0.0837,0.65,94.899,333907,20405,1223,0,3207135
0.488,0.638,8,-4.502,0.058,0.0258,2.24E-05,0.12,0.713,207.906,188060,549452,14921,0,48940957
0.526,0.741,4,-5.945,0.0596,0.013,0,0.0993,0.115,140.914,202128,57336,2272,0,3264309
0.684,0.495,10,-13.877,0.0422,0.47,6.98E-05,0.157,0.528,101.999,247000,28501,168,0,5249473
0.746,0.924,8,-6.057,0.0442,0.0169,0.00279,0.097,0.807,136.051,306987,516957,10319,0,93945531
0.661,0.534,1,-8.46,0.244,0.33,0,0.151,0.29,152.115,158923,1122,84,0,23001
0.616,0.723,4,-6.451,0.0913,0.208,0,0.181,0.859,160.525,215200,45004,1294,0,14781289
0.63,0.838,4,-2.63,0.0835,0.0845,0,0.373,0.656,133.843,214514,46,0,0,8375
0.699,0.641,2,-7.564,0.0289,0.13,0.000218,0.0601,0.728,120.745,187213,21228,503,0,1700590
0.643,0.368,4,-9.826,0.146,0.906,0.0364,0.116,0.693,160.994,141800,45105,912,0,2870576
0.485,0.388,3,-5.729,0.0326,0.528,0,0.131,0.696,159.672,203520,79221,2391,0,24807144
0.732,0.537,5,-2.839,0.336,0.631,0,0.168,0.765,113.251,247952,570863,4240,0,84888364
0.895,0.676,6,-5.067,0.369,0.0392,0,0.25,0.503,136.982,225350,6450,153,0,219458
0.463,0.857,4,-3.063,0.0632,0.0506,0,0.184,0.856,111.647,161920,1180619,76497,1,164340753
0.609,0.295,7,-14.933,0.0328,0.176,1.86E-06,0.0859,0.279,108.976,134040,20493,16,0,1649153
0.727,0.739,8,-3.805,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,5027883,82532,1,355841027
0.635,0.808,4,-7.806,0.0262,0.0801,6.20E-05,0.983,0.768,132.134,218933,33590,1037,0,6633801
0.817,0.721,1,-7.473,0.351,0.25,0,0.0908,0.232,142.984,111587,12,1,0,206
0.769,0.678,5,-3.725,0.0315,0.427,8.04E-06,0.0939,0.581,106.951,179907,226382,4461,0,62326391
0.762,0.745,5,-7.426,0.0442,0.202,3.05E-05,0.042,0.804,143.965,239227,416355,12984,0,70980591
0.698,0.649,8,-6.764,0.415,0.15,0,0.0903,0.568,180.466,333154,81635,4215,0,4039945
0.765,0.504,2,-10.304,0.0532,0.457,0,0.0326,0.74,154.45,183653,29946,507,0,13123711
0.7,0.618,11,-4.593,0.0261,0.232,2.65E-05,0.072,0.937,106.061,286973,139051,5997,0,25965564
0.82,0.842,7,-3.853,0.272,0.157,0,0.112,0.653,107.952,189287,5643824,2782480,1,293760034
0.645,0.53,0,-12.942,0.034,0.527,0.00125,0.123,0.589,115.978,217733,30068,1173,0,9637961
0.744,0.325,3,-9.503,0.0642,0.358,1.00E-06,0.102,0.128,110.063,157021,20387,326,0,676437
0.626,0.695,8,-6.938,0.0344,0.514,0,0.117,0.683,98.051,207267,291625,8229,0,45603779
0.876,0.733,8,-4.044,0.221,0.174,2.01E-06,0.115,0.858,93.984,263307,120188,4079,0,12765774
0.661,0.578,7,-6.328,0.0261,0.673,0.00132,0.135,0.278,87.998,222273,9475,334,0,493276
0.28,0.908,2,-5.509,0.109,0.0327,8.85E-06,0.18,0.26,118.698,270080,1231520,38209,1,264551594
0.875,0.846,7,-5.276,0.0716,0.137,1.15E-05,0.123,0.697,114.981,164046,2658794,69053,1,301927639
0.74,0.693,2,-6.185,0.095,0.132,0,0.331,0.176,107.074,171702,27597,380,0,4040348
0.887,0.581,11,-7.632,0.172,0.0396,0.000198,0.0788,0.786,117.042,159800,1188450,49001,1,160166752
0.518,0.729,11,-7.193,0.0452,0.183,0,0.0643,0.343,156.879,240013,1304699,15942,1,154981142
0.802,0.499,9,-5.881,0.0345,0.454,0,0.143,0.763,92.055,156614,1164267,16652,0,80564266
0.44,0.895,10,-4.795,0.0779,0.00359,0.00554,0.209,0.614,146.288,152543,1742,0,0,74299
0.502,0.413,4,-7.373,0.039,0.872,0,0.213,0.474,175.507,217560,2182,78,0,109257
0.725,0.622,7,-5.573,0.0438,0.579,0,0.144,0.356,119.985,600000,2251641,68835,1,195956694
0.695,0.74,10,-6.97,0.0371,0.0155,0,0.143,0.455,122.051,162541,8151,406,0,352683
0.521,0.837,7,-4.501,0.0794,0.0593,1.28E-05,0.157,0.48,106.001,4581483,62411,1257,0,8053025
0.574,0.121,10,-14.275,0.0426,0.978,1.04E-06,0.353,0.657,115.165,82200,25237,0,0,1318085
0.535,0.962,11,-3.453,0.0638,0.00361,0,0.163,0.687,144.984,204526,400809,21464,0,79356265
0.482,0.808,0,-7.176,0.065,0.0562,0,0.202,0.438,79.599,267293,249026,10507,0,49660950
0.347,0.868,5,-4.145,0.0467,0.00012,0.000273,0.0845,0.313,182.851,218467,126996,11451,0,28444468
0.797,0.731,9,-4.443,0.0479,0.229,0,0.224,0.623,146.93,228387,282387,6677,0,22668984
0.708,0.221,2,-22.339,0.0446,0.528,0.000384,0.137,0.549,119.801,261132,38771,12,0,3989265
0.871,0.88,2,-1.725,0.296,0.106,0,0.0853,0.894,109.998,147545,31833,318,0,5298195
0.571,0.744,6,-5.336,0.0565,0.336,0,0.0907,0.839,108.703,208541,177459,3028,0,19394609
0.173,0.0683,0,-28.341,0.066,0.93,0.707,0.107,0.0372,139.847,137075,788,2,0,114327
0.376,0.939,1,-3.437,0.0572,0.00704,0,0.116,0.815,190.109,211027,182637,7224,0,6597395
0.81,0.619,6,-12.61,0.0287,0.212,0.000242,0.261,0.939,108.043,220827,13218,709,0,856257
0.569,0.522,2,-13.027,0.0521,0.446,0.00129,0.431,0.604,123.206,255867,61594,302,0,12665175
0.649,0.647,6,-7.386,0.0913,0.0496,0.0008,0.104,0.844,158.982,133679,31623,816,0,1209868
0.782,0.767,9,-7.981,0.0871,0.266,3.64E-05,0.0947,0.622,88.005,304091,457316,14296,1,111044490
0.583,0.527,7,-7.998,0.0273,0.473,0,0.117,0.457,105.413,273293,205286,7937,0,42647804
0.623,0.656,9,-3.662,0.229,0.288,0,0.105,0.576,112.823,302118,2651893,44212,1,299133335
0.864,0.641,6,-6.47,0.0865,0.145,6.50E-06,0.908,0.86,90.003,258667,276290,16316,0,8171726
0.413,0.636,11,-8.351,0.302,0.0829,2.06E-06,0.174,0.212,77.196,177505,15979,291,0,2009198
0.804,0.868,11,-4.069,0.143,0.048,0,0.149,0.562,108.03,200251,50028,1174,0,5130508
0.529,0.739,7,-9.578,0.0718,0.0237,0.607,0.171,0.138,124.75,237547,116284,5600,0,12381428
0.903,0.526,10,-10.069,0.334,0.603,0,0.0973,0.766,87.005,451000,8686,0,0,1078137
0.826,0.655,5,-8.184,0.273,0.392,6.81E-05,0.0593,0.819,82.428,178364,231226,9545,0,15864354
0.704,0.811,9,-5.308,0.0277,0.355,0.000189,0.13,0.578,91.97,290493,151677,4829,0,29856879
0.708,0.186,9,-8.953,0.042,0.868,0,0.0779,0.322,72.541,156106,1028347,17871,0,66668467
0.785,0.425,10,-6.665,0.137,0.0335,4.36E-06,0.108,0.192,174.028,166627,3208107,114118,1,328238038
